Time,Text,City,County,State
2022-04-11 10:34:35+00:00,b'Macron tops first round of French election to face Le Pen in April 24 run-off... https://t.co/c31y2kSG7D #macron\xe2\x80\xa6 https://t.co/HpFoUVLN5C',,,,
2022-04-11 10:32:36+00:00,"b""@emma__jayne14 Morrison mustn't be allowed to let this scandalous lack of accountability or the former staffer's se\xe2\x80\xa6 https://t.co/dVnroGX6Vp""",,,,
2022-04-11 10:32:05+00:00,"b'Imran Khan said that he will not sit with the corruption-tainted politicians in the assembly. ""I will be the first\xe2\x80\xa6 https://t.co/7FTcalKeFw'",,,,
2022-04-11 10:31:42+00:00,b'#NationalAssembly session for #election of new #Pakistan #PM begins\n\n https://t.co/ezNFrOACtq',,,,
2022-04-11 10:30:01+00:00,"b'Can you smell the #corruption in France, #America? #tcot #ccot #MAGA #vote #votes #voter #voters #voting #election https://t.co/NyEh4vHnMH'",,Rutherford County,Tennessee,United States
2022-04-11 10:29:27+00:00,"b'#ICYMI The latest instalment in our borough #election profiles, we take a look at the London Borough of Haringey, s\xe2\x80\xa6 https://t.co/zI3sc8oURE'",London,,,United Kingdom
2022-04-11 10:22:08+00:00,"b'#democrats are playing some game, notice they all have the same script when they come out to say they have #covid.\xe2\x80\xa6 https://t.co/lFIV88lqid'",,,,
2022-04-11 10:21:09+00:00,"b'At least we got the gotcha moment out in day one of the #election campaign but seriously, enough of this superficia\xe2\x80\xa6 https://t.co/YOcO5Dt0IU'",,,,
2022-04-11 10:21:03+00:00,b'PM #election day #NationalAssembly https://t.co/KiArAMmFOB',,,,
2022-04-11 10:20:32+00:00,"b'1001 reasons you should run, Nigerians says you are\n#osinbajo\n#grassroots37forpyo\n#g37forpyo\n#nigerianews\xe2\x80\xa6 https://t.co/pHkhI0vMOr'",,,,
2022-04-11 10:19:41+00:00,b'A new poll revealed on Monday that Australia\xe2\x80\x99s governing coalition has made up ground on the opposition ahead of th\xe2\x80\xa6 https://t.co/MiqS6HgYDj',,,,
2022-04-11 10:17:08+00:00,"b'WHY DO WOMEN STAY IN ABUSIVE RELATIONSHIPS?\n\nThe rate of abused women is high, and I can not wrap my finger around\xe2\x80\xa6 https://t.co/OWXWIrAjeh'",,,,
2022-04-11 10:16:04+00:00,b'Ban all @rupertmurdoch papers and @SkyNewsAust #election no place in Australia for media bias.  What does Rupert ge\xe2\x80\xa6 https://t.co/7wuBNH8a5d',,,,
2022-04-11 10:14:32+00:00,b'Most worrying chart for me on #election \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 https://t.co/YlhQs80sDJ',,,,
2022-04-11 10:13:10+00:00,b'#Macron wins the first round of the #French presidential #election by a three percent margin \nhttps://t.co/pZT4qRUHL6',,,,
2022-04-11 10:09:19+00:00,"b'So we\xe2\x80\x99ve got an #election date. ICYMI here\xe2\x80\x99s a #booklist of #kidlit about #politics, #elections and #advocacy for k\xe2\x80\xa6 https://t.co/3Agqy42oHO'",,,,
2022-04-11 10:05:40+00:00,b'Elections Ontario is encouraging residents to request mail-in ballots for the provincial election on June 2.  Do yo\xe2\x80\xa6 https://t.co/8qgq6F0oau',Ontario,Cochrane District,,Canada
2022-04-11 10:00:36+00:00,b'VIDEO : Nigeria VP Osinbajo declares to run for president \nRead More : https://t.co/8FOCTD6DJJ \n.\n#Politics\xe2\x80\xa6 https://t.co/xAHKrskPP3',,,,
2022-04-11 09:56:37+00:00,b'\xe2\x80\x9cIt\xe2\x80\x99s quite interesting to examine the contradictions as politicians face the coming #election.\xe2\x80\x9d\n\nRossleigh\xe2\x80\x99s satir\xe2\x80\xa6 https://t.co/huFwnTSCC3',,,,
2022-04-11 09:55:02+00:00,b'A new voting option will be available to Australians subjecting to #COVID19 isolation as a confirmed case or close\xe2\x80\xa6 https://t.co/TT4tLxQIBp',,,,
2022-04-11 09:53:00+00:00,"b'this is how #metaverse can deliver value for indiduals.\nFor instance, yesterday evening we could have had an\xe2\x80\xa6 https://t.co/zO9Kfmt258'",,,,
2022-04-11 09:52:47+00:00,"b""Isn't it crazy that that the #Republicans can win the presidency by not winning the presidency. Abolish the antiqua\xe2\x80\xa6 https://t.co/nJb4N4jxiw""",,,,
2022-04-11 09:48:17+00:00,"b'@PRGuy17 lol prguy you play to to the low educated, but facts matter #auspol #election https://t.co/xIEKy7XDDl'",,New York County,New York,United States
2022-04-11 09:45:57+00:00,b'PPN World News - 10 Apr 2022 \xe2\x80\xa2 Johnson visits Zelenskyy \xe2\x80\xa2 Imran Khan ousted \xe2\x80\xa2 China planes vs Taiwan\xe2\x80\xa6 https://t.co/jwQN9T08id',,,,
2022-04-11 09:45:00+00:00,b'PKR Polls: Anwar to defend president\xe2\x80\x99s post \n\nhttps://t.co/9WclIZerL2\n\n#PKR #election',,,,
2022-04-11 09:35:37+00:00,"b'Questions and Non-Answers | The Monthly\n\nBoth leaders failed to answer questions on the first day of the campaign,\xe2\x80\xa6 https://t.co/aqu727puS3'",,,,
2022-04-11 09:31:58+00:00,b'One major wealth of Africa Is Agriculture and Farmers are the solution.....\n.\n.\n.\n.\n.\n.\n.\n.\n#africa #wealth\xe2\x80\xa6 https://t.co/R4iNEyOi45',,,,
2022-04-11 09:29:53+00:00,b'Important development in Turkey\xe2\x80\x99s politics: Ankara mayor meets with Good Party leader https://t.co/Gmts4WmgqU\xe2\x80\xa6 https://t.co/SC4K8kvX1x',,,,
2022-04-11 09:22:49+00:00,b'@CUhlmann on ACA carrying on about Albanese\xe2\x80\x99s mistake today like it could be a turning point. Never hear him mentio\xe2\x80\xa6 https://t.co/fSRy9nWsXc',,,,
2022-04-11 09:22:47+00:00,"b""Fed #ELECTION 2022 \n\nNSW and Tasmania first stops on party leaders' federal election campaign trail\xe2\x80\xa6 https://t.co/TT6bmvsq4h""",,,,
2022-04-11 09:21:54+00:00,b'#Belgrade #election #commission calls #repeat vote at 4 #polling #stations https://t.co/xUmcGiNijK #Serbia',Belgrade,Град Београд,,Србија
2022-04-11 09:21:22+00:00,b'The five-party ruling coalition has pledged to continue supporting each other in the upcoming local level election\xe2\x80\xa6 https://t.co/yCpKdsT92k',,,,
2022-04-11 09:15:55+00:00,"b'\xf0\x9f\x93\xa2 Daily market update: Markets jump around amid election and interest rate jitters, Ascential (ASCL) eyes potential\xe2\x80\xa6 https://t.co/oMZvEYf93g'",England,Leicestershire,,United Kingdom
2022-04-11 09:14:57+00:00,"b'True support for our political bets brings out the best in us, makes us embrace strength in cooperation, and lets u\xe2\x80\xa6 https://t.co/GGNPs31hv7'",,,,
2022-04-11 09:12:10+00:00,b'For anyone who thinks the #Tories continued defunding of the #NHS &amp; their expressed admiration for the US privitise\xe2\x80\xa6 https://t.co/rysZvHK7OT',,,,
2022-04-11 09:10:59+00:00,"b""@MDominicRaj1 In yesterday's #election, one of my sons voted for the first time in his life. He did not vote for th\xe2\x80\xa6 https://t.co/KBSf8ITPzQ""",,,,
2022-04-11 09:03:34+00:00,b'@MutahiNgunyi Why does Kenyan politics have to about this tribe vs that tribe..this leader from this tribe vs that\xe2\x80\xa6 https://t.co/dk3XuLT8JF',,,,
2022-04-11 08:58:45+00:00,b'@MartinSLewis warns of civil unrest as #Benefits fall to their lowest level in 50 years;\nif you were cynical you mi\xe2\x80\xa6 https://t.co/j5ngOXG1Wy',,,,
2022-04-11 08:56:45+00:00,b'New PM to be elected today.\nShahbaz Sharif vs Shah Mehmood Qureshi!\n\nLearn day-to-day events happening in Pakistan\xe2\x80\xa6 https://t.co/mJMnGQ6RRx',,,,
2022-04-11 08:55:38+00:00,b'Millennials are too lazy to vote in the midterms.\n\nProve me wrong.\n\n#Election #Vote',,Blaine County,Idaho,United States
2022-04-11 08:55:10+00:00,"b'After the election of the new Prime Minister of the country, the swearing in ceremony will also be held today\xe2\x80\xa6 https://t.co/wWZjbNEpLW'",,,,
2022-04-11 08:48:11+00:00,b'@Captain_Chaos_X Listening to Scott Morrison. \n\nHe\xe2\x80\x99s like a barking dog all I hear is \xe2\x80\x9cwaffle waffle waffle wank wa\xe2\x80\xa6 https://t.co/rJkUe0aWVD',,,,
2022-04-11 08:40:01+00:00,b'Thanks Pak #Jokowi to confirm the #election will be on Feb 2024. Then the #demonstration shall be dismissed',,,,
2022-04-11 08:39:12+00:00,"b""Fed #ELECTION 2022 \n\nScott Morrison backs Liberal candidate lobbying against transgender women playing women's spor\xe2\x80\xa6 https://t.co/fvFchOiIJm""",,,,
2022-04-11 08:38:14+00:00,"b""Fed #ELECTION 2022 \nAnthony Albanese failed his first 'gotcha' moment of the election \xe2\x80\x94 but does it really matter?\xe2\x80\xa6 https://t.co/A7qTFZXayN""",,,,
2022-04-11 08:36:16+00:00,"b""Fed #ELECTION 2022 \n\nMorrison's cabinet confusion and Albanese's epic stumble: Welcome to day one of the federal el\xe2\x80\xa6 https://t.co/Z0QAObzcks""",,,,
2022-04-11 08:23:12+00:00,b'Now might be a good time for journos covering #election to ask what either party plans to do about \xe2\x80\x98grid inertia\xe2\x80\x99 a\xe2\x80\xa6 https://t.co/2VMFJ5gJ8a',,,,
2022-04-11 08:15:50+00:00,"b'#BREAKING - Mr Osinbajo says his experiences, insights, opportunities, must be used for Nigeria and Nigerians...\n\nR\xe2\x80\xa6 https://t.co/AIQ5XzFjkp'",,,,
2022-04-11 08:12:45+00:00,b'This will be the pits of an election campaign. Just focusing on the other person not policy #VoteBlueIn2022 #AusPol2022 #election #tampons',,,,
2022-04-11 08:05:32+00:00,"b""Romania's main ruling party elects PM as new leader\n#announced #economy #ELECTION #elects #session\nhttps://t.co/duVUWurZVA""",,,,
2022-04-11 08:03:55+00:00,b'@Muhamma78734667 @FatherBob @AlexHawkeMP @JulianHillMP @NickMcKim @EngAustralia @ausgov @AusHCPak #alexHawke will n\xe2\x80\xa6 https://t.co/AGJt34afWV',,,,
2022-04-11 08:01:39+00:00,"b'To my US friends, yesterday we had a national #election in France\nAt midnight, 88% of the ballots were counted, 97%\xe2\x80\xa6 https://t.co/iprVCt6lnN'",Paris,Paris,,France
2022-04-11 08:00:02+00:00,b'Trending Now: \r\r#Ukraine | #After | #Election | #War | #Russian | #Russia | #Macron | #Le | #Pen | #French\r\r via https://t.co/wooaMBtAOu',,,,
2022-04-11 07:51:01+00:00,b'#Election #campaigning begins with nonsense about #energy | @havyatt https://t.co/DsL3biKOi4',,,,
2022-04-11 07:32:06+00:00,"b""In the aftermath of Imran Khan's ouster via a no-confidence resolution on Saturday (9 April) night, Pakistan's Nati\xe2\x80\xa6 https://t.co/CIYpTsFYhf""",,,,
2022-04-11 07:30:12+00:00,b'Just when you thought it was safe to go back in the polling booth \n\nNew print dropping midday on Friday\n\nA3 giclee\xe2\x80\xa6 https://t.co/jSBU12JJOC',Belfast,County Antrim,,United Kingdom
2022-04-11 07:30:11+00:00,b'Sadly I fear you are right. If the #pandemic has revealed the shocking #failures in @LiberalAus  and @The_Nationals\xe2\x80\xa6 https://t.co/SVcMcuhWPK',,,,
2022-04-11 07:26:22+00:00,b'I explain what are time consuming elements in conduct of an #election for @ECP_Pakistan \n\nI wrote earlier on #EVM &amp;\xe2\x80\xa6 https://t.co/J2OLAPhsx7',,,,
2022-04-11 07:23:09+00:00,b'PTI wrote a letter to its lawmakers regarding the election of the new Prime Minister. A letter has been written to\xe2\x80\xa6 https://t.co/EiIaa8RsYq',,,,
2022-04-11 07:23:03+00:00,b'Scottish Council Election is on 19/5/22! BNO visa holders are eligible to vote! Register to vote is closing on 18/4\xe2\x80\xa6 https://t.co/hp8SWrWNuU',,,,
2022-04-11 07:17:28+00:00,"b""@FOX4Terry @GoodDayFox4 @FOX4 . . . life's too short to live in #election stealing #democRat-run #Dallas""",,,,
2022-04-11 07:14:01+00:00,"b""#France's Macron and Le Pen head for cliffhanger April 24 #Election runoff \xe2\x80\xa2 #France 24 English -\xe2\x80\xa6 https://t.co/BQMcndCNpi""",,,,
2022-04-11 07:13:40+00:00,"b'H.E VP Osinbanjo made some key decisions while H.E PMB was away for one of his numerous medical trips, one of thus\xe2\x80\xa6 https://t.co/1jZDb0LERe'",,,,
2022-04-11 07:07:00+00:00,b'France\xe2\x80\x99s incumbent leader Emmanuel Macron and far-right challenger Marine Le Pen are heading for an April 24 presid\xe2\x80\xa6 https://t.co/yvyifcai1J',,,,
2022-04-11 07:04:50+00:00,b'Surprise! Soros Is Reportedly Bankrolling Defund the Police Candidates for 2022 Election... https://t.co/c31y2kSG7D\xe2\x80\xa6 https://t.co/cbedNB5ETo',,,,
2022-04-11 06:58:13+00:00,"b""Break out the ol' democracy sausage \xf0\x9f\x8c\xad\n\n@ScottMorrisonMP has called the election for Saturday 21 May. \n\nCheck your e\xe2\x80\xa6 https://t.co/4YWGdZKUr9""",,,,
2022-04-11 06:50:45+00:00,b'To all young people: your voices matter. Enrol to vote now.\n#auspol #election #2022election https://t.co/ZrFyg8KMPx',,,,
2022-04-11 06:50:34+00:00,b'To all young people: your voices matter. Enrol to vote now.\n#auspol #election #2022election https://t.co/iblsQCP0Ej',,,,
2022-04-11 06:37:09+00:00,b'Emmanuel Macron and Marine Le Pen in runoff: https://t.co/dd3fNZJQkh +++ President and rival qualify for the second\xe2\x80\xa6 https://t.co/BsmmNJOTHN',,,,
2022-04-11 06:30:00+00:00,b'French leader Emmanuel Macron and challenger Marine Le Pen have qualified for what promises to be a very tightly fo\xe2\x80\xa6 https://t.co/5bkuJYLiu0',Queensland,,,Australia
2022-04-11 06:22:41+00:00,b'Can my MP up for #Election explain this #electricitybill to me? #electricity #bills #electricityfees #utilityfees\xe2\x80\xa6 https://t.co/rPPwzxqUWy',Victoria,,,Australia
2022-04-11 06:20:06+00:00,b'#Labor\xe2\x80\x99s policies explained: where does the #ALP stand on key #election #issues? https://t.co/Z32RDhT2Kx #policy\xe2\x80\xa6 https://t.co/nWgmVvjWe4',Victoria,,,Australia
2022-04-11 06:12:54+00:00,b'#French incumbent President Emmanuel #Macron and far-right-wing candidate Marine Le Pen are the top two leaders of\xe2\x80\xa6 https://t.co/5vtR7wyGmc',,,,
2022-04-11 06:06:01+00:00,b'Meeting of the ruling coalition discusses on electoral coordination framework\n#Election #Politics #Alliance #Nepal \nhttps://t.co/yHQR2tERSd',,,,
2022-04-11 06:01:51+00:00,b'#Election 2022. It is a totally false premise that the aged are being forced to use the Indue card. Is this going t\xe2\x80\xa6 https://t.co/xBzvhI6Fhm',,,,
2022-04-11 06:01:34+00:00,b'first round of voting. The French election result will have wide international influence as Europe struggles to con\xe2\x80\xa6 https://t.co/n9Yt65LRlN',,,,
2022-04-11 06:00:02+00:00,b'Good morning \xf0\x9f\x8c\xbb\n#goodmorning #morning #motivation #election #energetic #inspiration #joly #fun #monday #april #beast\xe2\x80\xa6 https://t.co/j1XArMRQZY',,,,
2022-04-11 05:59:53+00:00,b'First day of the #Australian #Election and #Albanese has handed the lead to the hopeless #Liberal party. You couldn\xe2\x80\xa6 https://t.co/2KG1jgwe3F',,,,
2022-04-11 05:57:40+00:00,"b'Orban\xe2\x80\x99s French fascist friend, Ms Le Pen won the second place and qualified to the second round of the presidential\xe2\x80\xa6 https://t.co/UdranFvCc3'",,,,
2022-04-11 05:55:29+00:00,"b""I've noticed on twitter an inert amount of eye test to what end :-/\nI for one will not participate in eye tests any\xe2\x80\xa6 https://t.co/PT6vivyIUd""",,,,
2022-04-11 05:48:01+00:00,b'#election Knowledge is power site:Will #RSS check BJPs #venality &amp; make #India 1 party state https://t.co/19Sa2uJlN4 https://t.co/UesIqjnlrU',,,,
2022-04-11 05:43:25+00:00,b'Aaand\xe2\x80\xa6start the clock on Macron visiting Kyiv! #France #election #runoff',,,,
2022-04-11 05:40:18+00:00,b'@MartinSLewis warns of civil unrest as #Benefits fall to their lowest level in 50 years... if you were cynical you\xe2\x80\xa6 https://t.co/r0xrEbWwfD',,,,
2022-04-11 05:38:21+00:00,b'Auction\n\nLot of 2 Vintage NIXON AGNEW Presidential Political Campaign Election Button #election\n#Auction\n#sales\xe2\x80\xa6 https://t.co/NMOq6j5TeP',,,,
2022-04-11 05:36:59+00:00,b'\xe2\x80\x9cI will continue campaigning as planned to introduce my projects and am confident that I will come out as the top c\xe2\x80\xa6 https://t.co/yKoOBKCqqX',,,,
2022-04-11 05:34:02+00:00,b'Scott Morrison responds to grilling over his character | #Federal #Election 2022 | 9 News #Australia -\xe2\x80\xa6 https://t.co/wXuT56SNFw',,,,
2022-04-11 05:21:56+00:00,"b'#LawCommission Examining Proposals For Uniform Civil Code, One Nation One #Election; No Plans To Make Voting Compul\xe2\x80\xa6 https://t.co/N7QUGu68bS'",,,,
2022-04-11 05:20:36+00:00,b'Archbishop Dom Virgilio do Carmo da Silva of Dili urges Timor-Leste\xe2\x80\x99s presidential candidates to respect Holy Week\xe2\x80\xa6 https://t.co/7EoxqcXpGm',,,,
2022-04-11 05:20:00+00:00,b'Archbishop Dom Virgilio do Carmo da Silva of Dili urges Timor-Leste\xe2\x80\x99s presidential candidates to respect Holy Week\xe2\x80\xa6 https://t.co/Es5TPrLciV',,,,
2022-04-11 05:20:00+00:00,b'Archbishop Dom Virgilio do Carmo da Silva of Dili urges Timor-Leste\xe2\x80\x99s presidential candidates to respect Holy Week\xe2\x80\xa6 https://t.co/XE1q1bF7Yb',,,,
2022-04-11 05:18:24+00:00,b'French presidential election: Macron to face Le Pen in runoff https://t.co/iDqLxujied \n#French #Presidential\xe2\x80\xa6 https://t.co/FN1HbEdrGw',,,,
2022-04-11 05:18:15+00:00,"b'Already sick of hearing about @AlboMP hiccup this morning. Back to policy please, and @ScottMorrisonMP abject failu\xe2\x80\xa6 https://t.co/TmxYFUangu'",,,,
2022-04-11 05:08:23+00:00,b'@abcnews @AlboMP And what about Alan Tudge? And the payout using taxpayers $$$ @ScottMorrisonMP does reveal because\xe2\x80\xa6 https://t.co/skal74CBPE',,,,
